电影院    ,历史  ,3.91,0.292293 ,
志愿者    ,座右铭 ,2.56,0.317476 ,
偏见     ,承认  ,3   ,0.144627 ,
勋章     ,勇士  ,5.63,0.333254 ,
世纪     ,年   ,7.59,0.585503 ,
世纪     ,国   ,3.16,0.132007 ,
延迟     ,种族主义,1.19,0.14955  ,
延迟     ,新闻  ,3.31,0.245141 ,
部长     ,政党  ,6.63,0.477865 ,
和平     ,计划  ,4.75,0.108845 ,
少数民族   ,和平  ,3.69,0.134452 ,
尝试     ,和平  ,4.25,0.130793 ,
政府     ,危机  ,6.56,0.390863 ,
部署     ,离开  ,4.25,0.333088 ,
部署     ,取款  ,5.88,-2       ,
能量     ,危机  ,5.94,0.277255 ,
通告     ,新闻  ,7.56,0.239397 ,
通告     ,努力  ,2.75,0.311977 ,
中风     ,医院  ,7.03,0.266983 ,
残疾     ,死亡  ,5.47,0.142695 ,
受害者    ,紧急状态,6.47,0.131691 ,
治疗     ,痊愈  ,7.91,0.192879 ,
杂志     ,关联  ,4.97,0.20216  ,
医生     ,人事部 ,5   ,0.368846 ,
医生     ,债务  ,5.19,0.297641 ,
债务     ,保险  ,7.03,0.14784  ,
学校     ,中心  ,3.44,0.446974 ,
原因     ,高血压 ,2.31,0.14212  ,
原因     ,标准  ,5.91,0.127246 ,
百      ,百分之 ,7.38,0.604966 ,
哈佛     ,耶鲁  ,8.13,-2       ,
医院     ,基本建设,4.63,0.292293 ,
死亡     ,争吵  ,5.25,0.310458 ,
死亡     ,囚犯  ,5.03,0.140302 ,
律师     ,证据  ,6.69,0.276209 ,
生活     ,死亡  ,7.88,0.315748 ,
生活     ,期限  ,4.5 ,0.484014 ,
词      ,相似  ,4.75,0.188477 ,
委员会    ,推荐  ,4.47,0.156334 ,
总裁     ,面试  ,3.25,0.132446 ,
石油输出国组织,国家  ,5.63,0.220188 ,
和平     ,氛围  ,3.69,0.188968 ,
和平     ,保险  ,2.94,0.787364 ,
领土     ,公里  ,5.28,0.129832 ,
旅游     ,活动  ,5   ,0.552404 ,
竞争     ,价格  ,6.44,0.115769 ,
消费者    ,自信  ,4.13,0.157753 ,
消费者    ,能量  ,4.75,0.238644 ,
问题     ,机场  ,2.38,0.264551 ,
汽车     ,航班  ,4.94,0.119103 ,
信用卡    ,卡片  ,8.06,0.473456 ,
信用卡    ,信息  ,5.31,0.372955 ,
宾馆     ,预订  ,8.03,0.154086 ,
杂货店    ,钱   ,5.94,0.314375 ,
注册     ,安排  ,6   ,0.358979 ,
安排     ,住宿  ,5.41,0.333088 ,
月份     ,宾馆  ,1.81,0.125756 ,
类型     ,种类  ,8.97,0.535833 ,
到达     ,宾馆  ,6   ,0.157059 ,
床      ,壁橱  ,6.72,0.734527 ,
壁橱     ,衣服  ,8   ,0.418374 ,
情况     ,结论  ,4.81,0.0986661,
情况     ,隔离  ,3.88,0.0935301,
公平     ,利益  ,5.16,0.271329 ,
方向     ,组合  ,2.25,0.110744 ,
街道     ,地点  ,6.44,0.121631 ,
街道     ,大道  ,8.88,0.523158 ,
街道     ,街区  ,6.88,0.932901 ,
街道     ,孩子  ,4.94,0.328511 ,
清单     ,临近  ,2.56,0.229663 ,
清单     ,种类  ,6.38,0.120627 ,
电池     ,手机  ,7.81,0.239294 ,
生产     ,远足  ,1.75,0.299956 ,
基准     ,索引  ,4.25,0.0935301,
媒体     ,交易  ,3.88,0.24981  ,
媒体     ,获得  ,2.88,0.203554 ,
股利     ,支付  ,7.63,0.169147 ,
股利     ,计算  ,6.48,0.20996  ,
计算     ,计算  ,8.44,1        ,
货币     ,市场  ,7.5 ,0.25838  ,
石油输出国组织,石油  ,8.59,0.234794 ,
石油     ,股票  ,6.34,0.242257 ,
通告     ,生产  ,3.38,0.264978 ,
通告     ,警告  ,6   ,0.392264 ,
盈利     ,警告  ,3.88,0.404304 ,
盈利     ,亏损  ,7.63,0.218018 ,
美元     ,日元  ,7.78,0.670238 ,
美元     ,澳元  ,9.22,0.670238 ,
美元     ,盈利  ,7.38,0.182557 ,
美元     ,亏损  ,6.09,0.186931 ,
电脑     ,软件  ,8.5 ,0.694444 ,
网络     ,硬件  ,8.31,0.392307 ,
手机     ,设备  ,7.13,0.433378 ,
设备     ,制造者 ,5.91,0.277546 ,
奢侈品    ,汽车  ,6.47,0.268344 ,
5      ,月份  ,3.38,0.293577 ,
报告     ,增加  ,3.63,0.293288 ,
投资者    ,赚取  ,7.13,0.15683  ,
液体     ,水   ,7.89,0.67486  ,
棒球     ,季节  ,5.97,0.12232  ,
游戏     ,胜利  ,7.03,0.278493 ,
游戏     ,团队  ,7.69,-2       ,
马拉松    ,短跑  ,7.47,0.114482 ,
游戏     ,系列  ,6.19,0.10108  ,
游戏     ,战胜  ,6.97,0.475584 ,
7      ,系列  ,3.56,0.213124 ,
海鲜     ,海滨  ,7.47,0.385622 ,
海鲜     ,食物  ,8.34,0.622317 ,
海鲜     ,虾   ,8.7 ,0.248996 ,
虾      ,食物  ,7.81,0.295806 ,
虾      ,葡萄酒 ,5.7 ,0.378952 ,
食物     ,准备  ,6.22,0.155535 ,
录像     ,档案  ,6.34,0.231081 ,
开始     ,年   ,4.06,0.292061 ,
开始     ,比赛  ,4.47,0.528485 ,
游戏     ,回合  ,5.97,0.124461 ,
拳击     ,回合  ,7.61,0.129931 ,
冠军     ,锦标赛 ,8.36,0.464276 ,
战斗     ,战胜  ,7.41,0.44765  ,
线      ,保险  ,2.69,0.262986 ,
日      ,夏天  ,3.94,0.639516 ,
夏天     ,干旱  ,7.16,0.131548 ,
夏天     ,自然  ,5.63,0.14784  ,
日      ,黎明  ,7.53,0.523119 ,
自然     ,环境  ,8.31,0.14784  ,
环境     ,生态  ,8.81,0.632778 ,
自然     ,人   ,6.25,0.246758 ,
男人     ,女人  ,8.3 ,0.944417 ,
人      ,总裁  ,5.25,0.618024 ,
肥皂剧    ,歌剧  ,7.94,0.920213 ,
歌剧     ,表演  ,6.88,0.183013 ,
生活     ,教训  ,5.94,0.182244 ,
集中     ,生活  ,4.06,0.209718 ,
生产     ,机组人员,6.25,0.155312 ,
电视     ,电影  ,7.72,0.663416 ,
爱人     ,争吵  ,6.19,0.152641 ,
观察者    ,连续  ,2.97,0.148025 ,
可能性    ,女孩  ,1.94,0.12546  ,
人口     ,发展  ,3.75,0.108544 ,
道德     ,重要性 ,3.31,0.601481 ,
道德     ,婚姻  ,3.69,0.103512 ,
墨西哥    ,巴西  ,7.44,0.593665 ,
性别     ,平等  ,6.41,0.466117 ,
改变     ,态度  ,5.44,0.125763 ,
家庭     ,计划  ,6.25,0.125646 ,
肥皂剧    ,行业  ,2.63,0.467105 ,
糖      ,方法  ,0.88,0.275258 ,
实践     ,制度  ,3.19,0.206735 ,
部门     ,文化  ,4.69,0.392307 ,
问题     ,挑战  ,6.75,0.184328 ,
尺寸     ,突出  ,5.31,0.0916545,
国家     ,公民  ,7.31,0.226827 ,
行星     ,人   ,5.75,0.480263 ,
发展     ,发行  ,3.97,0.33626  ,
经验     ,音乐  ,3.47,0.598332 ,
音乐     ,项目  ,3.63,0.467105 ,
玻璃     ,金属  ,5.56,0.134014 ,
铝      ,金属  ,7.83,0.931818 ,
机会     ,可靠性 ,3.88,0.130156 ,
展览     ,纪念品 ,5.31,0.321035 ,
音乐会    ,演奏家 ,6.81,0.281359 ,
摇滚乐    ,爵士乐 ,7.59,0.660106 ,
博物馆    ,电影院 ,7.19,0.651923 ,
观察     ,建筑学 ,4.38,0.18364  ,
空间     ,世界  ,6.53,0.694444 ,
保留     ,世界  ,6.19,0.239397 ,
入场券    ,门票  ,7.69,0.931249 ,
阵雨     ,雷雨  ,6.31,0.84473  ,
阵雨     ,洪水  ,6.03,0.323042 ,
天气     ,预报  ,8.34,0.214114 ,
灾难     ,区域  ,6.25,0.248725 ,
总裁     ,办公室 ,6.34,0.193967 ,
建筑学    ,世纪  ,3.78,0.140104 ,
